"","screenName","location","tweetID","text","latitude","longitude"
"1387","junkas7","jb",1101515434367639552,"a quel moment ma dent de sagesse s’est dit que ma bouche était pas assez bien pour elle et que elle préférait pousser dans mon sinus déjà",36.342545,-95.880844
"1388","JuriRs3","Tallinn, Estonia",1101229143436546048,"Some slight scaping while down with this sinus infection :# 
@OSRS_VR @OldSchoolRS https://t.co/v3ZJmp9nBF",59.4369608,24.7535747
"1389","Justinb1972","Texas, USA",1100798079777816576,"@TicklesLaRue @NateSilver538 Thank you @TicklesLaRue !   I’m on the mend from sinus infection.",31.9685988,-99.9018131
"1390","justironic","<U+3055><U+3084><U+7B4B><U+30C8><U+30EC>48",1100743408543457280,"Mmm sinus infection, can’t breathe <U+0001F44C><U+0001F44C>",NA,NA
"1391","JustKelsey15","Pennsylvania",1101578954392199168,"@jakesonaplane I fricken hope so. I can't stand another sinus headache",41.2033216,-77.1945247
"1392","JustVee1710","Cape Town",1100829262599385088,"@life_in_cmyk Two different dosages of thyroid, hypertension and sinus stuff",-33.9248685,18.4240553
"1393","JustVee1710","Cape Town",1100800832860291072,"I've not had any sinus issues after starting with saline rinses so this snot running out must be a cold",-33.9248685,18.4240553
"1394","JustWinks","Dragon's Den, WA",1100786116779622400,"@rhlwp Also ouch on the acid reflux. Feel sorry for him but I'm glad that he finally found some relief. Gut and sin… https://t.co/OP9FpHSiiz",47.7192035,-117.3920918
"1395","juustshae","Vicksburg, MS",1100822378664394752,"sinus infections are the worse <U+0001F92E>",32.3526456,-90.877882
"1396","juustshae","Vicksburg, MS",1100323064213135360,"my sinus &amp; allergies will not let me go to sleep",32.3526456,-90.877882
"1397","JUYEONodds","ODD162009 <U+3161> 38%",1101496814698618880,"@DOYOUNGodds Apakah saya adik kamu? Hahaha. 

Sama, saya juga dulu gak gini. Sejak sinus makin parah entah kenapa h… https://t.co/xvY7iUwlZb",NA,NA
"1398","jwherron10","The Fan 804",1100890952967827456,"Still getting over this sinus infection and hoping my girl doesn’t leave mefrom how annoying I am. Won’t be at any… https://t.co/N3URM7UDFO",37.5533535,-77.4622791
"1399","JWietek","Berlin, Germany",1101389670888419328,"I wonder why they use blue light...

An automated hybrid bioelectronic system for autogenous restoration of sinus r… https://t.co/Jwo72K5rNF",52.5200066,13.404954
"1400","jztimm","SE Wisconsin (& England by <U+0001F499>)",1100541119232987136,"@R_Denhollander + @JJ_Denhollander 
We dealt with that for years with our daughter. She’d get a cold then sinus inf… https://t.co/U7j2XbaWq2",43.7844397,-88.7878678
"1401","k_flyMN","where i am",1100116765512790016,"@reconnectsreiki (I always do because my sinus hate it when I clean- probably because it’s all too rare!<U+0001F602>)",NA,NA
"1402","K_luhh093","Louisville, Louisville",1101888163264503808,"Sinus problems are the worst",38.2526647,-85.7584557
"1403","k_shock","Dallas, TX",1101892136474214400,"Oh man I thought if I just ate sides at a bbq joint I wouldn’t die, but here I am with no voice, my sinus swelling, and eyes watering. #SOS",32.7766642,-96.7969879
"1404","k0bbler","Oakland County, Michigan",1101241721780875264,"I've had a headache that feels like a migraine for going on 3 days straight. Idk if it's a migraine bc I've got ano… https://t.co/NATKbMpXRS",42.5921924,-83.336188
"1405","k7RvPA15SaM4PWn","<U+65E5><U+672C> <U+5317><U+6D77><U+9053>",1100166708310958080,"@Sinus_FusionBoy <U+304A><U+306F><U+3088><U+3046><U+0001F42F>",43.0646147,141.3468074
"1406","KaciCawlfield","Langston University",1100764597139787776,"Went to the doctor and I have had the same sinus infection for over a month and sinusitis. <U+0001F60A>",35.9459622,-97.262907
"1407","kackfroh","Cologne, Germany",1102318673073721344,"Sinus von 6 Grad, aber in Gon.",50.937531,6.9602786
"1408","kaelacmbll","Scotland, United Kingdom",1100801544541429760,"me and adele both having a sinus infection at the same time is my mood for 2019",56.4906712,-4.2026458
"1409","kaeru6116","<U+65E5><U+672C> <U+611B><U+77E5>",1101487204801503232,"@Sinus_FusionBoy <U+81EA><U+5206><U+3082><U+5B66><U+751F><U+306E><U+9803><U+306F><U+5ACC><U+3044><U+3067><U+3057><U+305F>!

<U+304A><U+3084><U+3059><U+307F><U+306A><U+3055><U+3044><U+0001F4A4>",35.1801883,136.9065647
"1410","kaeru6116","<U+65E5><U+672C> <U+611B><U+77E5>",1101850359041994752,"@Sinus_FusionBoy <U+304A><U+3084><U+3059><U+307F><U+306A><U+3055><U+3044>!",35.1801883,136.9065647
"1411","kaeru6116","<U+65E5><U+672C> <U+611B><U+77E5>",1100375548386172928,"@Sinus_FusionBoy <U+52C9><U+5F37><U+304A><U+75B2><U+308C><U+69D8><U+3067><U+3059>!

<U+3086><U+3063><U+304F><U+308A><U+3068><U+4F11><U+3093><U+3067><U+304F><U+3060><U+3055><U+3044>!
<U+304A><U+3084><U+3059><U+307F><U+306A><U+3055><U+3044><U+0001F634>",35.1801883,136.9065647
"1412","kaeru6116","<U+65E5><U+672C> <U+611B><U+77E5>",1102199702148210688,"@Sinus_FusionBoy <U+304A><U+3084><U+3059><U+307F><U+306A><U+3055><U+3044><U+0001F4A4>",35.1801883,136.9065647
"1413","KaiNesbitt","Swimming in Turkish Gravy ",1100404091719766016,"Someone @ me if we get good things, I said good things. Lol !!!! I have a sinus pressure headache so I'll be incogn… https://t.co/bs74eebVD5",NA,NA
"1414","kaitlainnn","Fort Wayne, IN",1101602600863055872,"I have a sinus infection and I’m dying. Works the last place I want to be.",41.079273,-85.1393513
"1415","kaitlyneliseeee","Fresno, CA",1101963662204391424,"I’m tired of this sinus infection I have going on",36.7377981,-119.7871247
"1416","Kamo_Mosadii","Naturena ",1102264916143157248,"Di sinus di nketsang. I can’t even breathe properly <U+0001F62D>",-26.2900198,27.957118
"1417","kannnicole","Chesaning ",1100375295960453120,"Sinus infection <U+0001F927> i wish i could stay in bed all day to sleep and watch #GossipGirl but it’s off to work I go <U+0001F634>",43.1847483,-84.1149747
"1418","KaraHamilton77","Toronto, Ontario",1100539813021827072,"@PolitikMasFina Puking is the worst type of cold. I can't stand it. Would rather have a raging case of the flu or t… https://t.co/cNlP92w942",43.653226,-79.3831843
"1419","karakask","Los Angeles, CA",1101902930481840128,"Today is my aunt's memorial service, but can't go because I couldn't get on a plane with this massive, raging sinus… https://t.co/Otmiersd4Q",34.0522342,-118.2436849
"1420","KarenJarchow","Eagle, CO",1102223545604558848,"Internet doctors. NOW I HAVE SOME KIND OF SINUS INFECTION! What did I do to deserve this. <U+0001F927> maybe allergies?! <U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>… https://t.co/qhlNp9godz",39.6552634,-106.8286507
"1421","KarenWagg","City of London, UK",1101451662307188736,"@RobynVinter Mine tend to be sinus related. If caught early a couple of sinutab, glass of water and cup of caffeine… https://t.co/ygtd9FByW6",51.5123443,-0.0909852
"1422","karimratib","West Midlands, England",1100529249289687040,"@mirvatalasnag @Almanfi_Cardio @ShrillaB @mmamas1973 @nolanjimradial @DrFerNunez @mauritri @sbrugaletta @Ortega_Paz… https://t.co/hlRpMlfJkx",52.4750743,-1.829833
"1423","kasellis6","Cleveland, OH",1100833170889605120,"Wow didn't know strep could be in sinus and face!!! https://t.co/MtMCUmCREv",41.49932,-81.6943605
"1424","kasmina21","United States",1101962805438308352,"I think I may have a sinus infection <U+0001F974>",37.09024,-95.712891
"1425","Kat17th","One with good perspective",1100738450645544960,"@StokedDaily Our pharmacist said all CoQ10 is, is a capsule of Turmeric and recommends it for sinus infections. Les… https://t.co/0kWY0nKdH5",NA,NA
"1426","katbite","Pre: 33.331431,-111.72882",1100358292138876928,"@heliotropist You and me both. Mine usually comes along with an impending sinus infection as well. Ug. Love you, se… https://t.co/GlDvLViRob",NA,NA
"1427","kate_talbot","Omaha, NE",1101623151090454528,"I need this sinus pressure and coughing to go away like ASAP. kthx.",41.2565369,-95.9345034
"1428","KateeForbis","Memphis, TN",1101520906097172480,"I’m convinced my allergy/sinus cold will never go away.",35.1495343,-90.0489801
"1429","katestravels87","Central Coast, New South Wales",1100492275614773248,"The fun of a sinus infection.. back at work today after two days off and probably stacks to catch up on. <U+0001F629>",-33.3208415,151.2335592
"1430","KathleenCHealy","Halifax, NS",1100379675178745856,"Today’s #funnycoffeemug is brought to you by a really good sleep (thank you evolvefitnesshalifax and Tylnelol Cold… https://t.co/e1DGzAdkVN",44.6487635,-63.5752387
"1431","KathleenSoprano","Litchfield Park, Arizona",1100457963343380480,"@SallyAlbright The shortsighted naïveté of the faux left makes me want to scream. Loudly. But I have a horrible sin… https://t.co/du3zjwC3VV",33.4933743,-112.3579364
"1432","KathleenSoprano","Litchfield Park, Arizona",1101854859786051584,"@HoarseWisperer The cold/cough/sinus infection that WOULD NOT DIE is finally dying, three WEEKS later. WHEW.

Plus,… https://t.co/j1dZpBQTZ6",33.4933743,-112.3579364
"1433","KathLoften1","BC",1101547877745057792,"@fixbced i've had a wicked flu fir 12 days now. Started with violent sneezing. now a lung sinus infect.",35.4079139,-118.9718054
"1434","Kathy_Resists","United States",1100170718581538816,"@marisac721 Feel better.. Sinus headaches are brutal! <U+2764><U+FE0F>",37.09024,-95.712891
"1435","KathyDutton16","USA",1101895030409699328,"@mrshhjones 
Good morning sis . I am not feeling well . Sinus allergy congestion cough. No fever. Hope you are havi… https://t.co/EkaeS0NIik",37.09024,-95.712891
"1436","katie_barnes17","Oklahoma",1101628771894022144,"Do you know when your sinus pressure makes you feel like you rebroke your nose, do you know that?",35.0077519,-97.092877
"1437","KatieBrookins1","Georgia, USA",1100762601917739008,"I dreamed I got a great idea and whipped up a blog post for this week. But I don't remember what the blog was about… https://t.co/Mne6KGlcjt",32.1656221,-82.9000751
"1438","katiedbyers","Durham, North Carolina",1100889741124341760,"I missed the last two days of #gc2019 with a terrible sinus infection &amp; woke up to my church rejecting actively &amp; p… https://t.co/HseDayhzeX",35.9940329,-78.898619
"1439","kayakendall","Texas (but not born here!)",1102217643292065792,"@thistallawkgirl That I have my annual sinus infection and have to go to jury duty tomorrow. (Yes, this time, it's all about me.)",31.9685988,-99.9018131
"1440","kaycolbsss","Maryland, USA",1102219528669487104,"I swear I cant go one year without a fuckin sinus infection fml",39.0457549,-76.6412712
"1441","kaylejh","New York",1101261533391273984,"TW for sad stuff, I don’t know what to mark this as 

Today I got a job promotion offer!
And then I went to the doc… https://t.co/z3MP4z3tpt",40.7127753,-74.0059728
"1442","kaylikesbutts","Shithole, USA",1100821722666844160,"Ayoayoayooo waking up to a sinus headache and crippling knee pain being alive is so magical <U+2728>",37.09024,-95.712891
"1443","kaylynallene","Plainview, TX",1100882520059469824,"@kcastillo_bates It’s just a sinus infection <U+0001F623> I’m so glad I don’t have the flu <U+0001F64F><U+0001F3FC>",34.1847936,-101.7068417
"1444","Kayoot_km","Bloemfontein",1100129361070571520,"Sinus' are the worst",-29.085214,26.1595761
"1445","KayseeMarieHill","The Death Star",1100459025982869504,"@13kaitlinolson I didn’t know I had a sinus infection so I was just taking regular stuff and I’ve been sick for a month. Go to the doctor!",NA,NA
"1446","KC_FOR_THREE","East 7 Mile",1101606963933270016,"Sinus problems on my moms side are so bad we call it the Baker Curse lol",42.4339079,-83.027305
"1447","kcaIorie","<U+0001D461><U+0001D464>: <U+0001D452><U+0001D451>",1100341069777006592,"i want to get my septum pierced but i have sinus and i wanna diee",40.7619638,-74.2121633
"1448","KCBD11","Lubbock, TX",1100510984463110144,"As colds, sinus infections and cases of the flu continue to cause problems for residents of the South Plains, yet a… https://t.co/GWNAxCXZ3p",33.5778631,-101.8551665
"1449","KeepinUpWifGabb","Eritrea",1100753158912000000,"Badd bitch, your highness <U+0001F478><U+0001F3FE> Truck green, sinus (snotty) <U+0001F40D>",15.179384,39.782334
"1450","keilet","Southern California",1101574740639010816,"Off to my second medical appointment today. Immunology! Can't wait to talk about my allergies. ""Can you please help… https://t.co/gzouaEDk8T",34.9592083,-116.419389
"1451","kelcy__kristine","Portland, OR",1101682913706356736,"update: surgery went well. a cyst was found in my sinus so that was removed (she doesn’t think it’s anything seriou… https://t.co/JV0lezRsO2",45.5122308,-122.6587185
"1452","kelcy__kristine","Portland, OR",1100544927111380992,"update: the surgeon that took over my case today was a new hire who does not have any specialty in sinus operations… https://t.co/reLKPKR6Pd",45.5122308,-122.6587185
"1453","KellySpillane","Cork, Ireland",1102319331696889856,"I have the most disgusting sinus infection with a week... I wish it would just feck off.",51.8985143,-8.4756035
"1454","KelseyGilbert","KCMO",1100112250558447616,"My wedding shower is Saturday, and suddenly, my voice is gone and my throat feels scratchy and I'm dealing with sin… https://t.co/76vDciE423",39.0997265,-94.5785667
"1455","kelseyyvictoria","vacation.",1100432481105440768,"Going into my second week of whatever this is I got going on..
My sinus pressure has gone down, but mocos and lymph… https://t.co/yW3MmmJ8G5",36.2725826,-96.0510498
"1456","KendraBCambra","Massachusetts, USA",1100808840277381120,"I am starting to get another sinus infection. https://t.co/x7aCYezu3U",42.4072107,-71.3824374
"1457","KenMarsigliaVo","Alabama, USA",1101770871788720128,"@felicia_voices Netti Pot is definitely the way to go. I was reluctant to try it since a friend suggested it to me… https://t.co/ry0DwM37zR",32.3182314,-86.902298
"1458","KenzikDDS","Ormond Beach, FL",1100787981047267328,"When patients lose a tooth in the upper premolar or molar areas of the jaw, the bone deteriorates.  In addition, th… https://t.co/cFzQrfGanU",29.2858129,-81.0558894
"1459","Kenzo8_","East London, South Africa",1100134467442798592,"@zusakhe_mila Yho siyafana ndiphethwe nayi sinus<U+0001F62D>",-33.0291582,27.8545867
"1460","kerja_darirumah","Indonesia",1100727960309399552,"Agak bingung sih nginap 1 hari aja hanya  operasi sinus biaya  obat &amp; perawatan sampai 23 juta , biaya operasinya a… https://t.co/R0lzjSumhF",-0.789275,113.921327
"1461","kevinbinversie","Sheboygan, WI",1101528625394974720,"Looks like the box for a kind of sinus decongestant available at CVS. https://t.co/I1oukUSYgK",43.7508284,-87.71453
"1462","kevinddaly","New York",1102255936951980032,"Ron Howard narration: It turns out his sinus really *was* a pip.",40.7127753,-74.0059728
"1463","kevinsandry","New Week, Outdonesia",1101517622036717568,"Sinus pantek",NA,NA
"1464","kevthulhu","Minneapolis, MN",1100391540617367552,"@grphcnvltywife It's the proverbial bad penny that just keeps turning up.

At least this time I think it is sinus c… https://t.co/QfjzjFMlB8",44.977753,-93.2650108
"1465","keyle_turnbow","Seminole, ok",1100869830222233600,"This damn sinus infection is gonna be the death of me <U+0001F92F>",35.2245201,-96.670573
"1466","keziahandong","ppg <U+0387> aureus <U+0387> ix - sta ",1100707304624680960,"sinus <U+0001F623><U+0001F623>",NA,NA
"1467","Kiera100110","Ct",1100826526499684352,"So I have a double ear <U+0001F442><U+0001F3FB> infection &amp; sinus infection!!!
And Kiera has strept !!! — feeling pained",41.6032207,-73.087749
"1468","kieran_nee","London, England",1100128936879632384,"Sinus rinses give a whole disgusting take on runny noses! So v v weird",51.5073509,-0.1277583
"1469","kiingkipper","pyrrhia",1101480162837749760,"i think i’m starting to get a sinus headache... wig",NA,NA
"1470","KijanaThaKidd","Hardly Ever Home ",1102307376038903808,"Take a niggas pack.. MINUS <U+0001F911><U+0001F595><U+0001F3FE>,
Wipe a nigga out NO SINUS <U+0001F927>",NA,NA
"1471","KijiArt","Missouri, USA",1101226629572055040,"@Farathriel No. Been to ER twice in two weeks. First doc said it was a tooth infection. Second said sinus infection… https://t.co/onDdaHU5nK",37.9642529,-91.8318334
"1472","killerstumbo","MI",1101215944377069568,"@alexisslomax Now don’t go trying to get a sinus infection or some bs",37.1651374,-95.111255
"1473","killurdream"," ",1100487333454012416,"Kurwa sinus cosinus chce 2- z tego projektu z angielskiego",NA,NA
"1474","killurdream"," ",1100405406365495296,"Jutro mam prezentacje projektu z angielskiego i sb chyba zesram ja nic nie zrobilam w tym kierunku sinus cosinus 3- pls",NA,NA
"1475","Kimberl41221319","South Carolina, USA",1100798900716355584,"@K9Kit Use a sinus rinse.  That helps a ton along with the EO’s mentioned.  Feel better soon.",33.836081,-81.1637245
"1476","KimboSlasher","Austin, TX",1100862400331476992,"@BaffledByFoxes If your teeth hurt it could be a sinus infection. <U+0001F643>",30.267153,-97.7430608
"1477","kimibridgette","Los Angeles ",1101260176944914432,"Currently hating life due to a sinus infection, but I gotta work and get this bread. Im tired y’all. <U+0001F629> https://t.co/bpfvBBJhCg",34.0522342,-118.2436849
"1478","KimKayaKhianKor","<U+0001F1E7><U+0001F1F8>.<U+0001F1EB><U+0001F1F7>.<U+0001F1E8><U+0001F1E6>.<U+0001F1FA><U+0001F1F8>",1100425845200637952,"They have sinus lol https://t.co/thUUcLEUhn",NA,NA
"1479","kimplicit","Spokane, WA",1102042661475643392,"I was supposed to go to a super fun Harry Potter party tonight. Instead I got a vicious head cold with the swallowi… https://t.co/HERs7X5Acd",47.6587802,-117.4260465
"1480","KING_IS1","Chicagoland IL, USA",1101970556063281152,"Whenever I am on high-strength sinus medication for some reason I have the weirdest damn dreams...<U+0001F630>",41.7435073,-88.0118473
"1481","KingChezz93","Newport, Wales",1101803855094968320,"It's with a heavy heart that I have to do this - but today the streak of consecutive days streamed comes to an end.… https://t.co/bOiSHeNGTr",51.584151,-2.997664
"1482","KingMiMi101","E-block",1100785621919035392,"My sinus or something killing me",43.637822,-79.392494
"1483","kingmxtty","Florida, USA",1102267042189717504,"@Jdcpron Ugh yeah I should see if it’s a sinus infection. Sudafed doesn’t really help. I’ll see about Botox",27.6648274,-81.5157535
"1484","kingofgreen","Kansas City",1100525801513148416,"GOD BLESS you all for you’re prayers and well wishes for my sinus surgery today. It went well but because of too mu… https://t.co/gncOZtNjKZ",39.0997265,-94.5785667
"1485","kingofgreen","Kansas City",1100319402908680192,"Prayer request: I’m having my 6th sinus surgery today. I have sinus disease and 80% of my passages are closed with… https://t.co/Wl8zzWdpkX",39.0997265,-94.5785667
"1486","KingofSpadezz_","Greensboro, NC",1101240627910578176,"swear i didnt think i was gone make it last night at with this sinus infection <U+0001F912>",36.0726354,-79.7919754
"1487","kintandj","( Mulfan alert! <U+26A0><U+FE0F> )",1101511675390226432,"@pengabdidoun Waaah okay akan ku pelajari lagi, maaciw kaa!
Aku sebel bangeet sama foramen2 di cranium dan aku jg s… https://t.co/MmL3TmimdQ",NA,NA
"1488","KIRITCHAN","Brazil",1100517989215014912,"@Sinus_FusionBoy <U+304A><U+306F><U+307E><U+308B><U+301C>!
<U+9811><U+5F35><U+3063><U+3066><U+306D>!!<U+0001F60A>",-14.235004,-51.92528
"1489","KIRITCHAN","Brazil",1101245102129852416,"@Sinus_FusionBoy <U+304A><U+306F><U+307E><U+308B><U+301C>!",-14.235004,-51.92528
"1490","KIRITCHAN","Brazil",1100519854195515392,"@Sinus_FusionBoy <U+0001F44D><U+0001F44D><U+0001F44D> https://t.co/XB1484Jf9S",-14.235004,-51.92528
"1491","kirstenmavric","Muswell Hill, London, England",1102165300034846720,"@VictoriaCoren That sounds sinus related. Try taking an antihistamine every day? Works for  me. <U+0001F937><U+200D><U+2640><U+FE0F>",51.5902193,-0.1393719
"1492","kisa_ragi_777","<U+2712>*<U+2661>Amateur painter<U+2661>*",1102154014433599488,"@Sinus_FusionBoy <U+3044><U+3044><U+306D>(<U+2267><U+2207><U+2266>)b",NA,NA
"1493","kisa_ragi_777","<U+2712>*<U+2661>Amateur painter<U+2661>*",1101757424061407232,"@Sinus_FusionBoy <U+3069><U+3093><U+306A><U+52C9><U+5F37><U+3057><U+3066><U+307E><U+3059><U+304B><U+FF1F>",NA,NA
"1494","Kismytats","Salt Lake City, UT",1101264383743651840,"@Ghostfan19 Who's the one with a sinus infection and can't smell anything? Oh yeah. Me. So fuuuuuuuuuuuucccccccckkkkkkkkkyyyyyyyouuuuuuuuuuu",40.7607793,-111.8910474
"1495","Kit51584","United States",1101861127145828352,"@Capt_Sparrow50 I get the wonderful sinus headache to warn me of potential weather changes.",37.09024,-95.712891
"1496","KitemanArgues","UK",1101962192008695808,"@Shannon27765244 @AprilLigeia @mirandadied4u @SenecaWiser @PolyRhuagh @JustBasharico @Perdnoot @BlackPanther963… https://t.co/XDFL95Xtv4",55.378051,-3.435973
"1497","Kitsunarini","Ostalbkreis, Baden-Württemberg",1102127392670261248,"Erstmal Sinus Album auf meinen MP3 Player ziehen <U+0001F60C>",48.8817917,10.1009319
"1498","KittyKatDeee","Paradise",1102264847717130240,"@ThomasKlineMD The barometric pressure changes kill me. Plus my sinuses go nuts and sinus headhes can have me down for days.",37.09024,-95.712891
"1499","KittyLivvie","my house",1101678207244353536,"@motherofcakes ""I am a Pisces and that's why I have a sinus infection.""

I swear I'm not sick.",36.0352276,-95.7898001
"1500","kittyvstierney","Chicago, IL",1101529632065634304,"How the fuck am I’m taking vitamins and dealing with sinus infection #fuckmylife",41.8781136,-87.6297982
"1501","kiwimedicine","blm | lt1 track 11",1100537572051353600,"harry sounds like he has a sinus infection in forever young",NA,NA
"1502","kjaymes8k","uk",1100506775462252544,"@RealJamesArgent @thismorning He needs his sinus’s cleaning out ffs lol sings down his nose <U+0001F649><U+0001F649><U+0001F649>",55.378051,-3.435973
"1503","kknigg6","Sioux Falls, SD",1102053170195369984,"some antibiotics and a round of prednisone do wonders for yet another sinus infection. <U+0001F64C><U+0001F3FC> Sinus surgery can’t come soon enough.",43.5473028,-96.728333
"1504","kkopnicky_","Struthers, OH",1101243093821591552,"so i finally get medicine for my sinus infection and can actually breathe again and suddenly have an insane migrain… https://t.co/4Va5ZxqWiA",41.0525588,-80.6078509
"1505","knc2000us","Out of my Southern Element",1101872033883930624,"@JoeSilverman7 To a neurologist. Two days later she was in surgery to have the bulk of the tumor removed. The secon… https://t.co/a037MGUzEO",34.2032992,-90.5758152
"1506","knightsofkyber","A Galaxy Far Far Away ",1101853112745234432,"im really fed up of sinus headaches :(",28.385233,-81.563874
"1507","Knoelle_","Georgia, USA",1102089273380081664,"I have a horrible sinus infection, this fan gon stay on every night tho.",32.1656221,-82.9000751
"1508","knordamarket","he/him or she/her",1100495759928025088,"i forgot my to take ibuprofen and i feel a sinus headache coming on <U+0001F624>",NA,NA
"1509","Komaldp1969","Oak Ridge, TN",1100819570435280896,"hate migraines and sinus headache <U+0001F915> #headachesaretheworst #hatemissingwork #workloaddoubles",36.0103561,-84.2696449
"1510","KomariBathBody","Staten Island, NY",1101947061023338496,"Eucalyptus &amp; Lemon Soap

Are you dealing with congestion, cold 
or sinus issues? Eucalyptus is wonderful for  givin… https://t.co/IVcMGXHrpe",40.5795317,-74.1502007
"1511","KomodoTears","chernobyl",1100344906856288256,"sinus hurted 
and yw3 still isnt mine
sigh https://t.co/Q70f9yyQHb",NA,NA
"1512","kousokuETC","Japan",1101620526470950912,"@Sinus_FusionBoy <U+304A><U+306F><U+3088><U+3046><U+3054><U+3056><U+3044><U+307E><U+3059>(^o^)W<U+3002><U+4ECA><U+65E5><U+3082>1<U+65E5><U+3001><U+5B9C><U+3057><U+304F><U+306D>(((o(*<U+FF9F><U+2200><U+FF9F>*)o)))",36.204824,138.252924
"1513","KP_Trill","The South",1102270013594058752,"I gotta mean ass sinus headache.",39.6525073,-104.9972345
"1514","KrioDoll","Georgia, USA",1101604282749603840,"I<U+FE0F> have a bad sinus headache, I<U+FE0F> hate my allergies <U+0001F612>",32.1656221,-82.9000751
"1515","Kriscorti","Madrid, Spain",1100728944788193280,"<U+0001F539><U+0001F51D>Junta de construcción galvanizada triple sinus sin impacto @PermabanRCR Wave<U+0001F30A> <U+0001F539>Ideal para aguantar un tráfico int… https://t.co/42SVd2DgNI",40.4167754,-3.7037902
"1516","KrisDoerschner","Beaver, PA",1100398891260956672,"It’s official. I have a sinus infection. I really thought I would escape it this year.",40.6953437,-80.3047846
"1517","KrisFab72","Pennsylvania, USA",1101463836333428736,"@KrisDoerschner @doxmom82 I feel his pain.  I’ve had sinus issues my whole life.  Also, had severe nausea and vomit… https://t.co/6GX0ijEbKP",41.2033216,-77.1945247
"1518","krishijagran","Green Park, New Delhi",1102335377350819840,"Tips to Treat &amp; Avoid Sinus Pain and Infection https://t.co/4SHFrA2xF9",28.5584489,77.2029376
"1519","Kristen_Howe","Cuyahoga Falls OH",1100378654599712768,"@smackdownfan15 Lucky you. I had a sinus inspection, than post nasal drip, and now a full-blown cold.  I think you'… https://t.co/GW9Jx4aWPP",41.1339449,-81.4845585
"1520","Kristen_Howe","Cuyahoga Falls OH",1101576960998866944,"@ChuckRothman Both. Bad cold and a bit of a sinus infection. I do have a sore throat too.",41.1339449,-81.4845585
"1521","KristiezWife","Many, LA",1101989937753272320,"Went to urgent care for a pesky sinus infection. Turns out I have a double ear infection too!  Who knew?  Lol",31.5687848,-93.4840645
"1522","KroatoanCryptic","Temple Myjohn",1100429569973194752,"@ABC It's from a dirty sinus cavity.  Spray Her with pepper spray.",NA,NA
"1523","KroatoanCryptic","Temple Myjohn",1100429801884663808,"@jadafirefreak @ABC a dirty sinus cavity is what?",NA,NA
"1524","KroatoanCryptic","Temple Myjohn",1100429684670717952,"@austin_hall @ABC a Dirty sinus cavity?",NA,NA
"1525","Krustylicious","New Forest",1102268202179063808,"Currently listening to music and rebooting the brain cell (slight sinus headache too )",50.8765244,-1.6314631
"1526","KScribbled","Middle of the Arizona Desert",1100397164272861184,"@paul_e_bailey Well there's something in there making the pressure.. <U+0001F937><U+200D><U+2640><U+FE0F>
All I know that works is a decongestant.… https://t.co/jkdtsClJNC",32.2364074,-110.831559
"1527","kseay5","Dallas, TX",1101668041304272896,"3-year old: pink eye
Baby: ear infection 
Wife: sinus infection 

What a week. <U+0001F926><U+200D><U+2642><U+FE0F> #Dadlife",32.7766642,-96.7969879
"1528","KStapleton359","Southern Minnesota",1100526621856092160,"#OnlyinMN does a person schedule their sinus surgery so that the vacation days they have to use will overlap with… https://t.co/ea9WpGA2BX",44.161932,-94.0133866
"1529","kt_mcpherson","Boston, MA",1100881487052840960,"nope it’s a sinus infection AWESOME",42.3600825,-71.0588801
"1530","ktbanks","South Dakota",1100521833407922176,"While it's definitely not as terrible as the sinus headache from a week ago, I am very much over this cough. You ca… https://t.co/FUniBKevaU",43.9695148,-99.9018131
"1531","Kuykenstuff","Nacogdoches, TX",1100441818632728576,"My nose is currently on its period. 

Like, I blew it last night and thought I had the worst sinus in the history o… https://t.co/Co27xX3UIp",31.6035129,-94.6554874
"1532","Kuznetsov92_","Columbia,Maryland",1101895539317194752,"@SPeaty715 Yeah. He had sinus cancer so head &amp; neck awareness is in one haha. Not sure where I would get it tho",39.2037144,-76.8610462
"1533","kyle_mace","Hershey, PA",1100112584332713984,"Trade fell through. I was going to trade Mucinex D for Mucinex, but the congestion is more in my sinus than my ches… https://t.co/DpEb4OGJIf",40.2859239,-76.6502468
"1534","kylieann6797","Conway, AR",1101616709352468480,"Update: I don’t have the flu but I have a nasty sinus infection &amp; virus that mimics the flu. So I basically have th… https://t.co/LERQ4sjpZl",35.0886963,-92.4421011
"1535","l_atkins_rn","Birmingham, AL",1102116215835758592,"@theBSinBSN Yes I was just about to tell you that. I have a sinus infection and my tooth has been killing me from a… https://t.co/OAgcCBWu1n",33.5185892,-86.8103567
"1536","LaceyMAnderson","Fort Wayne, IN",1100533502091689984,"@DiabetesMedia Oh my gosh. Non-compliant makes me angry. I’m labelled that way and so focus more energy on this dis… https://t.co/CDwkJ6ewWr",41.079273,-85.1393513
"1537","lacyspaceycasey","London, England",1102175284617461760,"Is this sinus headache another fucking infection or is it from the pressure from Storm Freya... I hope it's the latter",51.5073509,-0.1277583
"1538","Lady_Kat_Golf","San Diego, California",1100490331097726976,"It’s official, I’ve got a sinus infection and bronchitis <U+0001F61E><U+0001F912><U+0001F927><U+0001F637>",32.715738,-117.1610838
